    298937   0.14089034  68.44455426
   1679533   0.31420199  12.34978936
   1026517   0.49613266  65.01705994
   1828439   0.78507703  72.96663764
   1993465   0.96767142  12.12667330
   1267447   0.68160595   2.02114214
   1405543   0.02799754  68.52091223
    696465   0.41716831   9.43281018
    862333   0.50376589  58.92569961
    629002   0.24849855  30.43534790
   1098529   0.91080811  44.52438170
   1450491   0.88482229  75.94458059
    660198   0.85760107  25.55784636
   1407280   0.75904143   4.06554886
    353891   0.40723890   0.83269039
   1288570   0.14823055  68.99328552
    692267   0.44318299  71.79303988
    167653   0.49938666  13.50987103
    735709   0.24857156  63.88645990
    671824   0.32243895  88.73631525
    265944   0.08849765  79.81712594
    936112   0.53900189  68.29935502
   1833562   0.11300402  54.05946181
   1200485   0.33717675  29.96360484
    507483   0.29101586  70.68749474
    389373   0.36612171  85.51054936
      8897   0.46143897  29.82884801
    269040   0.24196536  79.76751378
    391312   0.11681985   4.62467000
    858943   0.58093133  36.86856471
    973154   0.34939629  45.71832928
   1549233   0.56310507  99.61851789
    266714   0.53625966  10.91891989
   1701168   0.76499271  44.63659527
   1164682   0.03438125  73.73818158
   1683424   0.31209669  10.35035216
    524840   0.27974499  56.49424920
   1094474   0.96532369  80.69078488
    605140   0.78600109  92.37276939
   1919172   0.24554310  50.46590234
   1665571   0.59244825  85.40553166
   1975568   0.73752467  41.71603901
   1783301   0.56559464  95.34200500
    265320   0.93425922  71.84127596
    828904   0.60255986  75.27940081
    860648   0.97773544   6.48906990
   1132768   0.20801651  34.46356879
    853883   0.73658606  30.99593731
   1675293   0.06283075   9.59604644
   1881762   0.43532214  34.15035616
    145115   0.17649918  93.39518160
    731293   0.37485951  67.14764869
    576409   0.56940502  23.70711245
    546728   0.87313973  17.13303468
   1842733   0.62324039  77.38902023
    971908   0.11072287  75.16256374
    323623   0.70170887  95.96421462
    423128   0.85763736  69.62282079
     55813   0.82047370  75.90589611
    129341   0.70703773  19.43811053
     19007   0.09826078  37.08802878
    181612   0.34353915  74.57398017
    166387   0.00597792  31.51448245
   1789103   0.62183673  18.82845555
   1718221   0.95610830  81.15249480
    151128   0.04317388  92.22478168
    254893   0.19513015  62.39566834
   1587061   0.69172212  48.15940398
   1242105   0.49827346  30.20677344
   1825163   0.40078526   0.91054612
   1255408   0.64480063  10.73662430
   1714762   0.82276781  45.09053968
   1695143   0.67221148  45.68833124
    463500   0.75872627   7.87200388
   1317856   0.01657141   3.48283365
     54412   0.04830675   7.80022131
   1082869   0.83166773  27.31323681
   1535996   0.57467085  96.48544891
   1751321   0.01390219  46.31279490
    953194   0.21219248  86.39132128
    507023   0.60486388  50.87138412
   1074274   0.36841556  33.14816511
   1386241   0.87770705   0.36931285
   1052035   0.70214336  76.24193988
    102031   0.71486423  77.89908078
    895315   0.53911005  82.72975589
    403792   0.28560368  65.89652885
    951086   0.65605400  23.36361423
   1476676   0.50809835  24.75383292
    552725   0.66221044  45.97308093
   1792222   0.82542799   6.45946875
    763229   0.09601179  43.30102529
    614654   0.81750098  31.07173053
    545587   0.99587348   1.28606702
    345130   0.25296602  72.77249031
   1731504   0.54488690  26.68349511
    855835   0.91480999  55.24386314
   1973016   0.55786545  20.84926275
    219163   0.16577540  71.65909790
   1803677   0.23681330  37.88014200
   1068072   0.17176441  20.42294122
   1784108   0.61542936  30.02411985
    182897   0.39057597  11.77421762
   1443229   0.16941570  11.36156568
   1061308   0.71067483  36.65816800
    354989   0.03092476  91.14685822
   1378683   0.17847226  82.62785765
    247963   0.98498504  38.41440307
   1982471   0.02513397  54.99194341
   1366232   0.31282122  78.67327355
